Match_ID,Player_Name,Batting_Runs,Batting_Mins,Batting_BF,Batting_4s,Batting_6s,Batting_SR,Batting_Pos,Batting_Dismissal,Batting_Inns,Batting_Performance,Bowlling_Overs,Bowlling_Mdns,Bowlling_Runs,Bowlling_Wkts,Bowlling_Econ,Bowlling_Pos,Bowlling_Inns,Bowlling_Performance,Opposition,Ground,Start_Date
ODI # 3672,Kusal Janith Perera,116,157,109,9,4,106.42,1,run out,1,High,-,-,-,-,-,-,-,-,v Pakistan,Hambantota,26-Jul-15
ODI # 3671,Kusal Janith Perera,0,2,2,0,0,0,1,caught,1,Low,-,-,-,-,-,-,-,-,v Pakistan,Colombo (RPS),22-Jul-15
ODI # 3670,Kusal Janith Perera,20,38,18,3,0,111.11,1,caught,2,High,-,-,-,-,-,-,-,-,v Pakistan,Colombo (RPS),19-Jul-15
ODI # 3669,Kusal Janith Perera,68,40,25,13,2,272,1,caught,2,High,-,-,-,-,-,-,-,-,v Pakistan,Pallekele,15-Jul-15
ODI # 3664,Kusal Janith Perera,26,41,35,4,0,74.28,1,caught,1,High,-,-,-,-,-,-,-,-,v Pakistan,Dambulla,11-Jul-15
ODI # 3640,Kusal Janith Perera,3,6,10,0,0,30,1,caught,1,Low,-,-,-,-,-,-,-,-,v South Africa,Sydney,18-Mar-15
ODI # 3632,Kusal Janith Perera,24,17,13,2,2,184.61,6,caught,1,High,-,-,-,-,-,-,-,-,v Scotland,Hobart,11-Mar-15
ODI # 3565,Kusal Janith Perera,0,2,2,0,0,0,2,caught,1,Low,-,-,-,-,-,-,-,-,v England,Pallekele,10-Dec-14
ODI # 3563,Kusal Janith Perera,31,61,41,3,0,75.6,2,caught,2,High,-,-,-,-,-,-,-,-,v England,Colombo (RPS),7-Dec-14
ODI # 3561,Kusal Janith Perera,0,7,4,0,0,0,2,caught,1,Low,-,-,-,-,-,-,-,-,v England,Hambantota,3-Dec-14
ODI # 3557,Kusal Janith Perera,9,17,10,1,0,90,2,caught,2,High,-,-,-,-,-,-,-,-,v England,Colombo (RPS),29-Nov-14
ODI # 3554,Kusal Janith Perera,59,89,74,5,1,79.72,2,run out,1,High,-,-,-,-,-,-,-,-,v England,Colombo (RPS),26-Nov-14
ODI # 3544,Kusal Janith Perera,0,2,3,0,0,0,1,caught,2,Low,-,-,-,-,-,-,-,-,v India,Eden Gardens,13-Nov-14
ODI # 3543,Kusal Janith Perera,4,-,6,1,0,66.66,1,caught,1,High,-,-,-,-,-,-,-,-,v India,Hyderabad,9-Nov-14
ODI # 3540,Kusal Janith Perera,0,-,6,0,0,0,1,lbw,1,Low,-,-,-,-,-,-,-,-,v India,Ahmedabad,6-Nov-14
ODI # 3502,Kusal Janith Perera,37,32,25,4,2,148,1,caught,2,High,-,-,-,-,-,-,-,-,v South Africa,Hambantota,12-Jul-14
ODI # 3501,Kusal Janith Perera,7,17,9,1,0,77.77,1,caught,1,High,-,-,-,-,-,-,-,-,v South Africa,Pallekele,9-Jul-14
ODI # 3500,Kusal Janith Perera,34,38,33,6,0,103.03,1,caught,2,High,-,-,-,-,-,-,-,-,v South Africa,Colombo (RPS),6-Jul-14
ODI # 3496,Kusal Janith Perera,19,48,29,2,0,65.51,2,lbw,2,High,-,-,-,-,-,-,-,-,v England,Birmingham,3-Jun-14
ODI # 3495,Kusal Janith Perera,19,19,15,2,1,126.66,2,caught,1,High,-,-,-,-,-,-,-,-,v England,Lord's,31-May-14
ODI # 3490,Kusal Janith Perera,0,-,4,0,0,0,1,caught,1,Low,-,-,-,-,-,-,-,-,v Ireland,Dublin,6-May-14
ODI # 3486,Kusal Janith Perera,42,41,37,6,1,113.51,1,stumped,2,High,-,-,-,-,-,-,-,-,v Pakistan,Mirpur,8-Mar-14
ODI # 3485,Kusal Janith Perera,0,2,2,0,0,0,1,caught,2,Low,-,-,-,-,-,-,-,-,v Bangladesh,Mirpur,6-Mar-14
ODI # 3481,Kusal Janith Perera,33,63,49,4,1,67.34,1,bowled,1,High,-,-,-,-,-,-,-,-,v Afghanistan,Mirpur,3-Mar-14
ODI # 3476,Kusal Janith Perera,64,103,81,4,2,79.01,1,caught,2,High,-,-,-,-,-,-,-,-,v India,Fatullah,28-Feb-14
ODI # 3473,Kusal Janith Perera,14,29,26,3,0,53.84,1,caught,1,High,-,-,-,-,-,-,-,-,v Pakistan,Fatullah,25-Feb-14
ODI # 3471,Kusal Janith Perera,106,142,124,6,5,85.48,1,bowled,2,High,-,-,-,-,-,-,-,-,v Bangladesh,Mirpur,22-Feb-14
ODI # 3470,Kusal Janith Perera,8,8,7,2,0,114.28,1,caught,1,High,-,-,-,-,-,-,-,-,v Bangladesh,Mirpur,20-Feb-14
ODI # 3469,Kusal Janith Perera,20,28,18,2,1,111.11,1,lbw,1,High,-,-,-,-,-,-,-,-,v Bangladesh,Mirpur,17-Feb-14
ODI # 3450,Kusal Janith Perera,47,54,41,3,4,114.63,1,lbw,2,High,-,-,-,-,-,-,-,-,v Pakistan,Abu Dhabi,27-Dec-13
ODI # 3448,Kusal Janith Perera,8,8,8,1,0,100,1,caught,1,High,-,-,-,-,-,-,-,-,v Pakistan,Abu Dhabi,25-Dec-13
ODI # 3447,Kusal Janith Perera,7,15,13,0,0,53.84,1,caught,2,High,-,-,-,-,-,-,-,-,v Pakistan,Sharjah,22-Dec-13
ODI # 3446,Kusal Janith Perera,16,36,24,2,0,66.66,1,run out,2,High,-,-,-,-,-,-,-,-,v Pakistan,Dubai (DICS),20-Dec-13
ODI # 3445,Kusal Janith Perera,64,91,68,5,1,94.11,1,lbw,2,High,-,-,-,-,-,-,-,-,v Pakistan,Sharjah,18-Dec-13
ODI # 3401,Kusal Janith Perera,9,19,16,2,0,56.25,2,caught,1,High,-,-,-,-,-,-,-,-,v South Africa,Colombo (RPS),31-Jul-13
ODI # 3388,Kusal Janith Perera,2,1,4,0,0,50,6,stumped,1,High,-,-,-,-,-,-,-,-,v India,Port of Spain,11-Jul-13
ODI # 3382,Kusal Janith Perera,DNB,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,v India,Kingston,2-Jul-13
ODI # 3376,Kusal Janith Perera,4,10,8,1,0,50,1,caught,1,High,-,-,-,-,-,-,-,-,v India,Cardiff,20-Jun-13
ODI # 3374,Kusal Janith Perera,4,2,3,1,0,133.33,1,lbw,1,High,-,-,-,-,-,-,-,-,v Australia,The Oval,17-Jun-13
ODI # 3370,Kusal Janith Perera,6,10,11,1,0,54.54,1,caught,2,High,-,-,-,-,-,-,-,-,v England,The Oval,13-Jun-13
ODI # 3366,Kusal Janith Perera,0,1,1,0,0,0,1,caught,1,Low,-,-,-,-,-,-,-,-,v New Zealand,Cardiff,9-Jun-13
ODI # 3352,Kusal Janith Perera,56,89,66,5,1,84.84,1,caught,1,High,-,-,-,-,-,-,-,-,v Bangladesh,Pallekele,28-Mar-13
ODI # 3351,Kusal Janith Perera,18,22,21,3,0,85.71,1,not out,1,High,-,-,-,-,-,-,-,-,v Bangladesh,Hambantota,25-Mar-13
ODI # 3349,Kusal Janith Perera,42,53,36,5,1,116.66,1,caught,2,High,-,-,-,-,-,-,-,-,v Bangladesh,Hambantota,23-Mar-13
ODI # 3326,Kusal Janith Perera,14,43,30,1,0,46.66,6,caught,2,Low,-,-,-,-,-,-,-,-,v Australia,Hobart,23-Jan-13
ODI # 3324,Kusal Janith Perera,DNB,-,-,-,-,-,-,-,2,-,-,-,-,-,-,-,-,-,v Australia,Sydney,20-Jan-13
ODI # 3321,Kusal Janith Perera,22,50,28,4,0,78.57,4,not out,2,High,-,-,-,-,-,-,-,-,v Australia,Brisbane,18-Jan-13
ODI # 3319,Kusal Janith Perera,14,24,16,1,1,87.5,4,not out,2,High,-,-,-,-,-,-,-,-,v Australia,Adelaide,13-Jan-13
ODI # 4786,Kusal Mendis,56,-,22,9,1,254.54,3,not out,1,High,-,-,-,-,-,-,-,-,v West Indies,Pallekele,26-Oct-24
ODI # 4784,Kusal Mendis,3,17,13,0,0,23.07,3,bowled,2,Low,-,-,-,-,-,-,-,-,v West Indies,Pallekele,23-Oct-24
ODI # 4783,Kusal Mendis,13,9,8,3,0,162.5,3,caught,2,High,-,-,-,-,-,-,-,-,v West Indies,Pallekele,20-Oct-24
ODI # 4754,Kusal Mendis,59,118,82,4,0,71.95,3,caught,1,High,-,-,-,-,-,-,-,-,v India,Colombo (RPS),7-Aug-24
ODI # 4753,Kusal Mendis,30,78,42,3,0,71.42,3,lbw,1,High,-,-,-,-,-,-,-,-,v India,Colombo (RPS),4-Aug-24
ODI # 4752,Kusal Mendis,14,47,31,1,0,45.16,3,lbw,1,Low,-,-,-,-,-,-,-,-,v India,Colombo (RPS),2-Aug-24
ODI # 4745,Kusal Mendis,29,81,51,3,0,56.86,3,caught,1,High,-,-,-,-,-,-,-,-,v Bangladesh,Chattogram,18-Mar-24
ODI # 4744,Kusal Mendis,16,23,13,3,0,123.07,3,caught,2,High,-,-,-,-,-,-,-,-,v Bangladesh,Chattogram,15-Mar-24
ODI # 4743,Kusal Mendis,59,111,75,5,1,78.66,3,caught,1,High,-,-,-,-,-,-,-,-,v Bangladesh,Chattogram,13-Mar-24
ODI # 4729,Kusal Mendis,40,36,29,0,4,137.93,3,bowled,2,High,-,-,-,-,-,-,-,-,v Afghanistan,Pallekele,14-Feb-24
ODI # 4727,Kusal Mendis,61,99,65,6,1,93.84,3,caught,1,High,-,-,-,-,-,-,-,-,v Afghanistan,Pallekele,11-Feb-24
ODI # 4725,Kusal Mendis,16,34,31,1,0,51.61,3,caught,1,High,-,-,-,-,-,-,-,-,v Afghanistan,Pallekele,9-Feb-24
ODI # 4720,Kusal Mendis,66,66,51,9,1,129.41,3,not out,2,High,-,-,-,-,-,-,-,-,v Zimbabwe,Colombo (RPS),11-Jan-24
ODI # 4719,Kusal Mendis,17,62,28,2,0,60.71,2,caught,2,High,-,-,-,-,-,-,-,-,v Zimbabwe,Colombo (RPS),8-Jan-24
ODI # 4718,Kusal Mendis,46,92,48,6,0,95.83,2,run out,1,High,-,-,-,-,-,-,-,-,v Zimbabwe,Colombo (RPS),6-Jan-24
ODI # 4698,Kusal Mendis,6,11,7,1,0,85.71,3,caught,1,High,-,-,-,-,-,-,-,-,v New Zealand,Bengaluru,9-Nov-23
ODI # 4695,Kusal Mendis,19,49,30,1,1,63.33,3,caught,1,High,-,-,-,-,-,-,-,-,v Bangladesh,Delhi,6-Nov-23
ODI # 4690,Kusal Mendis,1,21,10,0,0,10,3,bowled,2,Low,-,-,-,-,-,-,-,-,v India,Wankhede,2-Nov-23
ODI # 4687,Kusal Mendis,39,91,50,3,0,78,3,caught,1,High,-,-,-,-,-,-,-,-,v Afghanistan,Pune,30-Oct-23
ODI # 4682,Kusal Mendis,11,15,12,2,0,91.66,3,caught,2,High,-,-,-,-,-,-,-,-,v England,Bengaluru,26-Oct-23
ODI # 4676,Kusal Mendis,11,22,17,2,0,64.7,3,caught,2,High,-,-,-,-,-,-,-,-,v Netherlands,Lucknow,21-Oct-23
ODI # 4671,Kusal Mendis,9,27,13,0,0,69.23,3,caught,1,High,-,-,-,-,-,-,-,-,v Australia,Lucknow,16-Oct-23
ODI # 4665,Kusal Mendis,122,124,77,14,6,158.44,3,caught,1,High,-,-,-,-,-,-,-,-,v Pakistan,Hyderabad,10-Oct-23
ODI # 4661,Kusal Mendis,76,55,42,4,8,180.95,3,caught,2,High,-,-,-,-,-,-,-,-,v South Africa,Delhi,7-Oct-23
ODI # 4649,Kusal Mendis,17,59,34,3,0,50,3,bowled,1,High,-,-,-,-,-,-,-,-,v India,Colombo (RPS),17-Sep-23
ODI # 4644,Kusal Mendis,91,135,87,8,1,104.59,3,caught,2,High,-,-,-,-,-,-,-,-,v Pakistan,Colombo (RPS),14-Sep-23
ODI # 4641,Kusal Mendis,15,23,16,3,0,93.75,3,caught,2,High,-,-,-,-,-,-,-,-,v India,Colombo (RPS),12-Sep-23
ODI # 4637,Kusal Mendis,50,74,73,6,1,68.49,3,caught,1,High,-,-,-,-,-,-,-,-,v Bangladesh,Colombo (RPS),9-Sep-23
ODI # 4633,Kusal Mendis,92,120,84,6,3,109.52,3,run out,1,High,-,-,-,-,-,-,-,-,v Afghanistan,Lahore,5-Sep-23
ODI # 4629,Kusal Mendis,5,39,21,1,0,23.8,3,bowled,2,Low,-,-,-,-,-,-,-,-,v Bangladesh,Pallekele,31-Aug-23
ODI # 4620,Kusal Mendis,43,58,52,5,1,82.69,3,lbw,1,High,-,-,-,-,-,-,-,-,v Netherlands,Harare,9-Jul-23
ODI # 4618,Kusal Mendis,34,37,43,3,0,79.06,3,not out,2,High,-,-,-,-,-,-,-,-,v West Indies,Harare,7-Jul-23
ODI # 4609,Kusal Mendis,25,45,42,2,0,59.52,3,not out,2,High,-,-,-,-,-,-,-,-,v Zimbabwe,Bulawayo,2-Jul-23
ODI # 4606,Kusal Mendis,10,20,14,1,0,71.42,3,lbw,1,High,-,-,-,-,-,-,-,-,v Netherlands,Bulawayo,30-Jun-23
ODI # 4603,Kusal Mendis,1,17,16,0,0,6.25,3,caught,1,Low,-,-,-,-,-,-,-,-,v Scotland,Bulawayo,27-Jun-23
ODI # 4599,Kusal Mendis,0,2,1,0,0,0,3,lbw,1,Low,-,-,-,-,-,-,-,-,v Ireland,Bulawayo,25-Jun-23
ODI # 4595,Kusal Mendis,DNB,-,-,-,-,-,-,-,2,-,-,-,-,-,-,-,-,-,v Oman,Bulawayo,23-Jun-23
ODI # 4587,Kusal Mendis,78,-,63,10,0,123.8,3,caught,1,High,-,-,-,-,-,-,-,-,v U.A.E.,Bulawayo,19-Jun-23
ODI # 4583,Kusal Mendis,11,20,17,1,0,64.7,3,not out,2,High,-,-,-,-,-,-,-,-,v Afghanistan,Hambantota,7-Jun-23
ODI # 4580,Kusal Mendis,78,117,75,7,1,104,3,caught,1,High,-,-,-,-,-,-,-,-,v Afghanistan,Hambantota,4-Jun-23
ODI # 4579,Kusal Mendis,11,28,17,2,0,64.7,3,caught,1,High,-,-,-,-,-,-,-,-,v Afghanistan,Hambantota,2-Jun-23
ODI # 4557,Kusal Mendis,0,8,6,0,0,0,3,caught,1,Low,-,-,-,-,-,-,-,-,v New Zealand,Hamilton,31-Mar-23
ODI # 4548,Kusal Mendis,0,22,16,0,0,0,3,caught,2,Low,-,-,-,-,-,-,-,-,v New Zealand,Auckland,25-Mar-23
ODI # 4505,Kusal Mendis,4,11,7,1,0,57.14,3,caught,2,High,-,-,-,-,-,-,-,-,v India,Thiruvananthapuram,15-Jan-23
ODI # 4503,Kusal Mendis,34,59,34,3,1,100,3,lbw,1,High,-,-,-,-,-,-,-,-,v India,Eden Gardens,12-Jan-23
ODI # 4501,Kusal Mendis,0,9,4,0,0,0,3,bowled,2,Low,-,-,-,-,-,-,-,-,v India,Guwahati,10-Jan-23
ODI # 4490,Kusal Mendis,67,68,61,8,1,109.83,2,caught,2,High,-,-,-,-,-,-,-,-,v Afghanistan,Pallekele,30-Nov-22
ODI # 4488,Kusal Mendis,2,15,8,0,0,25,2,not out,2,Low,-,-,-,-,-,-,-,-,v Afghanistan,Pallekele,27-Nov-22
ODI # 4485,Kusal Mendis,1,18,5,0,0,20,2,lbw,2,Low,-,-,-,-,-,-,-,-,v Afghanistan,Pallekele,25-Nov-22
ODI # 4418,Kusal Mendis,26,61,40,3,0,65,3,hit wicket,1,High,-,-,-,-,-,-,-,-,v Australia,Colombo (RPS),24-Jun-22
ODI # 4416,Kusal Mendis,14,22,21,1,1,66.66,3,bowled,1,High,-,-,-,-,-,-,-,-,v Australia,Colombo (RPS),21-Jun-22
ODI # 4415,Kusal Mendis,87,128,85,8,0,102.35,3,retired notout,2,High,-,-,-,-,-,-,-,-,v Australia,Colombo (RPS),19-Jun-22
ODI # 4412,Kusal Mendis,36,75,41,2,1,87.8,3,caught,1,High,-,-,-,-,-,-,-,-,v Australia,Pallekele,16-Jun-22
ODI # 4409,Kusal Mendis,86,139,87,8,1,98.85,3,not out,1,High,-,-,-,-,-,-,-,-,v Australia,Pallekele,14-Jun-22
ODI # 4347,Kusal Mendis,36,69,51,4,0,70.58,2,caught,1,High,-,-,-,-,-,-,-,-,v Zimbabwe,Pallekele,21-Jan-22
ODI # 4343,Kusal Mendis,7,21,9,1,0,77.77,2,bowled,2,High,-,-,-,-,-,-,-,-,v Zimbabwe,Pallekele,18-Jan-22
ODI # 4341,Kusal Mendis,26,29,24,6,0,108.33,2,caught,2,High,-,-,-,-,-,-,-,-,v Zimbabwe,Pallekele,16-Jan-22
ODI # 4292,Kusal Mendis,22,56,36,0,1,61.11,4,caught,1,High,-,-,-,-,-,-,-,-,v Bangladesh,Mirpur,28-May-21
ODI # 4291,Kusal Mendis,15,31,22,0,1,68.18,4,lbw,2,High,-,-,-,-,-,-,-,-,v Bangladesh,Mirpur,25-May-21
ODI # 4290,Kusal Mendis,24,43,36,2,0,66.66,4,caught,2,High,-,-,-,-,-,-,-,-,v Bangladesh,Mirpur,23-May-21
ODI # 4250,Kusal Mendis,55,-,48,6,1,114.58,4,caught,1,High,-,-,-,-,-,-,-,-,v West Indies,Pallekele,1-Mar-20
ODI # 4247,Kusal Mendis,119,-,119,12,0,100,4,caught,1,High,-,-,-,-,-,-,-,-,v West Indies,Hambantota,26-Feb-20
ODI # 4246,Kusal Mendis,20,-,25,2,1,80,4,caught,2,High,-,-,-,-,-,-,-,-,v West Indies,Colombo (SSC),22-Feb-20
ODI # 4195,Kusal Mendis,54,-,58,5,1,93.1,4,caught,1,High,-,-,-,-,-,-,-,-,v Bangladesh,Colombo (RPS),31-Jul-19
ODI # 4194,Kusal Mendis,41,-,74,4,0,55.4,4,not out,2,High,-,-,-,-,-,-,-,-,v Bangladesh,Colombo (RPS),28-Jul-19
ODI # 4193,Kusal Mendis,43,-,49,4,0,87.75,4,caught,1,High,-,-,-,-,-,-,-,-,v Bangladesh,Colombo (RPS),26-Jul-19
ODI # 4187,Kusal Mendis,3,15,13,0,0,23.07,4,stumped,1,Low,-,-,-,-,-,-,-,-,v India,Leeds,6-Jul-19
ODI # 4180,Kusal Mendis,39,53,41,4,0,95.12,4,caught,1,High,-,-,-,-,-,-,-,-,v West Indies,Chester-le-Street,1-Jul-19
ODI # 4176,Kusal Mendis,23,75,51,2,0,45.09,4,caught,1,Low,-,-,-,-,-,-,-,-,v South Africa,Chester-le-Street,28-Jun-19
ODI # 4168,Kusal Mendis,46,110,68,2,0,67.64,4,caught,1,High,-,-,-,-,-,-,-,-,v England,Leeds,21-Jun-19
ODI # 4159,Kusal Mendis,30,68,37,0,2,81.08,4,caught,2,High,-,-,-,-,-,-,-,-,v Australia,The Oval,15-Jun-19
ODI # 4149,Kusal Mendis,2,4,2,0,0,100,4,caught,1,High,-,-,-,-,-,-,-,-,v Afghanistan,Cardiff,4-Jun-19
ODI # 4145,Kusal Mendis,0,3,1,0,0,0,4,caught,1,Low,-,-,-,-,-,-,-,-,v New Zealand,Cardiff,1-Jun-19
ODI # 4142,Kusal Mendis,66,-,56,4,3,117.85,3,bowled,1,High,-,-,-,-,-,-,-,-,v Scotland,Edinburgh,21-May-19
ODI # 4115,Kusal Mendis,56,129,84,3,0,66.66,4,run out,1,High,-,-,-,-,-,-,-,-,v South Africa,Cape Town,16-Mar-19
ODI # 4114,Kusal Mendis,21,68,42,1,0,50,4,caught,1,High,-,-,-,-,-,-,-,-,v South Africa,Gqeberha,13-Mar-19
ODI # 4112,Kusal Mendis,41,49,31,4,2,132.25,4,caught,2,High,-,-,-,-,-,-,-,-,v South Africa,Durban,10-Mar-19
ODI # 4107,Kusal Mendis,24,41,31,2,0,77.41,5,run out,2,High,-,-,-,-,-,-,-,-,v South Africa,Centurion,6-Mar-19
ODI # 4104,Kusal Mendis,60,95,73,5,1,82.19,5,caught,1,High,-,-,-,-,-,-,-,-,v South Africa,Johannesburg,3-Mar-19
ODI # 4076,Kusal Mendis,0,-,0,0,0,-,4,run out,2,-,-,-,-,-,-,-,-,-,v New Zealand,Nelson,8-Jan-19
ODI # 4075,Kusal Mendis,20,-,30,2,0,66.66,4,caught,2,High,-,-,-,-,-,-,-,-,v New Zealand,Mount Maunganui,5-Jan-19
ODI # 4074,Kusal Mendis,18,-,20,2,0,90,4,caught,2,High,-,-,-,-,-,-,-,-,v New Zealand,Mount Maunganui,3-Jan-19
ODI # 4058,Kusal Mendis,56,-,33,1,6,169.69,4,caught,1,High,-,-,-,-,-,-,-,-,v England,Colombo (RPS),23-Oct-18
ODI # 4055,Kusal Mendis,5,-,14,0,0,35.71,4,lbw,1,Low,-,-,-,-,-,-,-,-,v England,Pallekele,20-Oct-18
ODI # 4054,Kusal Mendis,0,-,1,0,0,0,3,bowled,1,Low,-,-,-,-,-,-,-,-,v England,Pallekele,17-Oct-18
ODI # 4038,Kusal Mendis,0,-,2,0,0,0,1,lbw,2,Low,-,-,-,-,-,-,-,-,v Afghanistan,Abu Dhabi,17-Sep-18
ODI # 4036,Kusal Mendis,0,-,1,0,0,0,2,lbw,2,Low,-,-,-,-,-,-,-,-,v Bangladesh,Dubai (DICS),15-Sep-18
ODI # 4031,Kusal Mendis,38,-,43,5,0,88.37,4,caught,1,High,-,-,-,-,-,-,-,-,v South Africa,Colombo (RPS),12-Aug-18
ODI # 4030,Kusal Mendis,14,-,13,0,1,107.69,3,lbw,1,High,-,-,-,-,-,-,-,-,v South Africa,Pallekele,8-Aug-18
ODI # 4029,Kusal Mendis,31,-,34,4,0,91.17,4,caught,2,High,-,-,-,-,-,-,-,-,v South Africa,Pallekele,5-Aug-18
ODI # 4027,Kusal Mendis,0,-,1,0,0,0,3,lbw,1,Low,-,-,-,-,-,-,-,-,v South Africa,Dambulla,1-Aug-18
ODI # 4025,Kusal Mendis,3,-,6,0,0,50,3,caught,1,High,-,-,-,-,-,-,-,-,v South Africa,Dambulla,29-Jul-18
ODI # 3967,Kusal Mendis,28,-,9,2,3,311.11,3,caught,1,High,-,-,-,-,-,-,-,-,v Bangladesh,Mirpur,27-Jan-18
ODI # 3965,Kusal Mendis,DNB,-,-,-,-,-,-,-,2,-,-,-,-,-,-,-,-,-,v Bangladesh,Mirpur,25-Jan-18
ODI # 3962,Kusal Mendis,36,-,44,4,0,81.81,3,bowled,2,High,-,-,-,-,-,-,-,-,v Zimbabwe,Mirpur,21-Jan-18
ODI # 3959,Kusal Mendis,19,-,34,1,0,55.88,3,caught,2,High,-,-,-,-,-,-,-,-,v Bangladesh,Mirpur,19-Jan-18
ODI # 3955,Kusal Mendis,0,-,4,0,0,0,3,caught,2,Low,-,-,-,-,-,-,-,-,v Zimbabwe,Mirpur,17-Jan-18
ODI # 3924,Kusal Mendis,10,-,24,1,0,41.66,3,caught,2,Low,-,-,-,-,-,-,-,-,v Pakistan,Abu Dhabi,16-Oct-17
ODI # 3922,Kusal Mendis,2,-,8,0,0,25,5,caught,2,Low,-,-,-,-,-,-,-,-,v Pakistan,Dubai (DICS),13-Oct-17
ODI # 3908,Kusal Mendis,1,-,7,0,0,14.28,3,run out,2,Low,-,-,-,-,-,-,-,-,v India,Colombo (RPS),31-Aug-17
ODI # 3907,Kusal Mendis,1,-,10,0,0,10,3,caught,1,Low,-,-,-,-,-,-,-,-,v India,Pallekele,27-Aug-17
ODI # 3906,Kusal Mendis,19,-,48,2,0,39.58,3,lbw,1,Low,-,-,-,-,-,-,-,-,v India,Pallekele,24-Aug-17
ODI # 3905,Kusal Mendis,36,-,37,5,0,97.29,3,bowled,1,High,-,-,-,-,-,-,-,-,v India,Dambulla,20-Aug-17
ODI # 3904,Kusal Mendis,1,14,8,0,0,12.5,3,caught,1,Low,-,-,-,-,-,-,-,-,v Zimbabwe,Hambantota,10-Jul-17
ODI # 3903,Kusal Mendis,0,3,1,0,0,0,6,caught,1,Low,-,-,-,-,-,-,-,-,v Zimbabwe,Hambantota,8-Jul-17
ODI # 3901,Kusal Mendis,28,54,25,2,0,112,3,not out,2,High,-,-,-,-,-,-,-,-,v Zimbabwe,Hambantota,6-Jul-17
ODI # 3899,Kusal Mendis,0,1,1,0,0,0,3,caught,2,Low,-,-,-,-,-,-,-,-,v Zimbabwe,Galle,2-Jul-17
ODI # 3897,Kusal Mendis,86,112,80,8,1,107.5,3,caught,1,High,-,-,-,-,-,-,-,-,v Zimbabwe,Galle,30-Jun-17
ODI # 3888,Kusal Mendis,27,47,29,4,0,93.1,3,bowled,1,High,-,-,-,-,-,-,-,-,v Pakistan,Cardiff,12-Jun-17
ODI # 3882,Kusal Mendis,89,113,93,11,1,95.69,3,run out,2,High,-,-,-,-,-,-,-,-,v India,The Oval,8-Jun-17
ODI # 3877,Kusal Mendis,11,20,10,2,0,110,3,caught,2,High,-,-,-,-,-,-,-,-,v South Africa,The Oval,3-Jun-17
ODI # 3858,Kusal Mendis,54,-,76,4,0,71.05,3,caught,1,High,-,-,-,-,-,-,-,-,v Bangladesh,Colombo (SSC),1-Apr-17
ODI # 3856,Kusal Mendis,102,164,107,9,1,95.32,3,caught,1,High,-,-,-,-,-,-,-,-,v Bangladesh,Dambulla,28-Mar-17
ODI # 3855,Kusal Mendis,4,-,17,0,0,23.52,3,caught,2,Low,-,-,-,-,-,-,-,-,v Bangladesh,Dambulla,25-Mar-17
ODI # 3834,Kusal Mendis,1,11,7,0,0,14.28,3,caught,2,Low,-,-,-,-,-,-,-,-,v South Africa,Centurion,10-Feb-17
ODI # 3833,Kusal Mendis,29,45,34,3,0,85.29,3,caught,2,High,-,-,-,-,-,-,-,-,v South Africa,Cape Town,7-Feb-17
ODI # 3831,Kusal Mendis,4,13,7,0,0,57.14,3,caught,1,High,-,-,-,-,-,-,-,-,v South Africa,Johannesburg,4-Feb-17
ODI # 3830,Kusal Mendis,20,29,22,3,0,90.9,3,caught,2,High,-,-,-,-,-,-,-,-,v South Africa,Durban,1-Feb-17
ODI # 3828,Kusal Mendis,62,120,94,10,0,65.95,3,lbw,1,High,-,-,-,-,-,-,-,-,v South Africa,Gqeberha,28-Jan-17
ODI # 3810,Kusal Mendis,57,87,72,10,0,79.16,4,caught,2,High,-,-,-,-,-,-,-,-,v Zimbabwe,Bulawayo,27-Nov-16
ODI # 3808,Kusal Mendis,94,93,73,7,5,128.76,4,caught,1,High,-,-,-,-,-,-,-,-,v West Indies,Bulawayo,23-Nov-16
ODI # 3807,Kusal Mendis,TDNB,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,v Zimbabwe,Bulawayo,21-Nov-16
ODI # 3805,Kusal Mendis,4,6,6,1,0,66.66,4,caught,2,High,-,-,-,-,-,-,-,-,v West Indies,Harare,16-Nov-16
ODI # 3804,Kusal Mendis,12,8,8,1,1,150,4,not out,2,High,-,-,-,-,-,-,-,-,v Zimbabwe,Harare,14-Nov-16
ODI # 3776,Kusal Mendis,33,44,36,5,1,91.66,3,caught,1,High,-,-,-,-,-,-,-,-,v Australia,Pallekele,4-Sep-16
ODI # 3774,Kusal Mendis,1,23,8,0,0,12.5,3,caught,1,Low,-,-,-,-,-,-,-,-,v Australia,Dambulla,31-Aug-16
ODI # 3772,Kusal Mendis,4,12,2,1,0,200,3,caught,1,High,-,-,-,-,-,-,-,-,v Australia,Dambulla,28-Aug-16
ODI # 3769,Kusal Mendis,69,104,69,9,0,100,3,lbw,1,High,-,-,-,-,-,-,-,-,v Australia,Colombo (RPS),24-Aug-16
ODI # 3768,Kusal Mendis,67,124,95,6,0,70.52,3,caught,1,High,-,-,-,-,-,-,-,-,v Australia,Colombo (RPS),21-Aug-16
ODI # 3758,Kusal Mendis,22,40,34,2,0,64.7,3,run out,2,High,-,-,-,-,-,-,-,-,v England,Cardiff,2-Jul-16
